Reference Station Name,Relationship Type,Related Station Name,Value (km/m)
S55,Within +/- 100m Elevation,S92,57.00 m
S55,Within 100km,S12,94.31 km
S55,Within 100km,S14,80.24 km
S55,Within 100km,S25,98.23 km
S55,Within 100km,S26,62.99 km
S55,Within 100km,S27,35.91 km
S55,Within 100km,S28,30.57 km
S55,Within 100km,S29,68.76 km
S55,Within 100km,S30,66.43 km
S55,Within 100km,S31,66.87 km
S55,Within 100km,S32,43.82 km
S55,Within 100km,S33,69.07 km
S55,Within 100km,S34,33.94 km
S55,Within 100km,S36,61.03 km
S55,Within 100km,S37,87.64 km
S55,Within 100km,S39,56.25 km
S55,Within 100km,S40,93.53 km
S55,Within 100km,S41,29.96 km
S55,Within 100km,S43,74.43 km
S55,Within 100km,S47,69.50 km
S55,Within 100km,S50,86.32 km
S55,Within 100km,S58,51.74 km
S55,Within 100km,S59,81.02 km
S55,Within 100km,S61,85.45 km
S55,Within 100km,S62,92.30 km
S55,Within 100km,S65,65.58 km
S55,Within 100km,S66,73.90 km
S55,Within 100km,S67,34.65 km
S55,Within 100km,S68,42.53 km
S55,Within 50km,S27,35.91 km
S55,Within 50km,S28,30.57 km
S55,Within 50km,S32,43.82 km
S55,Within 50km,S34,33.94 km
S55,Within 50km,S41,29.96 km
S55,Within 50km,S67,34.65 km
S55,Within 50km,S68,42.53 km
S56,Within +/- 100m Elevation,S100,19.00 m
S56,Within +/- 100m Elevation,S101,76.00 m
S56,Within +/- 100m Elevation,S102,53.00 m
S56,Within +/- 100m Elevation,S103,22.00 m
S56,Within +/- 100m Elevation,S104,49.00 m
S56,Within +/- 100m Elevation,S105,49.00 m
S56,Within +/- 100m Elevation,S106,6.00 m
S56,Within +/- 100m Elevation,S108,55.00 m
S56,Within +/- 100m Elevation,S109,29.00 m
S56,Within +/- 100m Elevation,S111,13.00 m
S56,Within +/- 100m Elevation,S114,66.00 m
S56,Within +/- 100m Elevation,S115,51.00 m
S56,Within +/- 100m Elevation,S145,28.00 m
S56,Within +/- 100m Elevation,S146,16.00 m
S56,Within +/- 100m Elevation,S15,12.00 m
S56,Within +/- 100m Elevation,S150,24.00 m
S56,Within +/- 100m Elevation,S151,83.00 m
S56,Within +/- 100m Elevation,S152,74.00 m
S56,Within +/- 100m Elevation,S153,9.00 m
S56,Within +/- 100m Elevation,S155,94.00 m
S56,Within +/- 100m Elevation,S158,61.00 m
S56,Within +/- 100m Elevation,S159,84.00 m
S56,Within +/- 100m Elevation,S16,2.00 m
S56,Within +/- 100m Elevation,S160,47.00 m
S56,Within +/- 100m Elevation,S162,55.00 m
S56,Within +/- 100m Elevation,S17,23.00 m
S56,Within +/- 100m Elevation,S173,28.00 m
S56,Within +/- 100m Elevation,S175,85.00 m
S56,Within +/- 100m Elevation,S176,34.00 m
S56,Within +/- 100m Elevation,S178,69.00 m
S56,Within +/- 100m Elevation,S179,71.00 m
S56,Within +/- 100m Elevation,S180,39.00 m
S56,Within +/- 100m Elevation,S181,74.00 m
S56,Within +/- 100m Elevation,S182,22.00 m
S56,Within +/- 100m Elevation,S183,93.00 m
S56,Within +/- 100m Elevation,S193,78.00 m
S56,Within +/- 100m Elevation,S195,51.00 m
S56,Within +/- 100m Elevation,S196,98.00 m
S56,Within +/- 100m Elevation,S199,93.00 m
S56,Within +/- 100m Elevation,S20,13.00 m
S56,Within +/- 100m Elevation,S201,90.00 m
S56,Within +/- 100m Elevation,S202,18.00 m
S56,Within +/- 100m Elevation,S210,15.00 m
S56,Within +/- 100m Elevation,S212,68.00 m
S56,Within +/- 100m Elevation,S214,56.00 m
S56,Within +/- 100m Elevation,S216,89.00 m
S56,Within +/- 100m Elevation,S217,41.00 m
S56,Within +/- 100m Elevation,S219,7.00 m
S56,Within +/- 100m Elevation,S222,95.00 m
S56,Within +/- 100m Elevation,S229,42.00 m
S56,Within +/- 100m Elevation,S230,39.00 m
S56,Within +/- 100m Elevation,S233,71.00 m
S56,Within +/- 100m Elevation,S234,7.00 m
S56,Within +/- 100m Elevation,S238,54.00 m
S56,Within +/- 100m Elevation,S239,90.00 m
S56,Within +/- 100m Elevation,S40,82.00 m
S56,Within +/- 100m Elevation,S44,39.00 m
S56,Within +/- 100m Elevation,S45,35.00 m
S56,Within +/- 100m Elevation,S46,32.00 m
S56,Within +/- 100m Elevation,S48,28.00 m
S56,Within +/- 100m Elevation,S49,0.00 m
S56,Within +/- 100m Elevation,S5,36.00 m
S56,Within +/- 100m Elevation,S51,11.00 m
S56,Within +/- 100m Elevation,S52,5.00 m
S56,Within +/- 100m Elevation,S53,20.00 m
S56,Within +/- 100m Elevation,S54,16.00 m
S56,Within +/- 100m Elevation,S57,4.00 m
S56,Within +/- 100m Elevation,S6,3.00 m
S56,Within +/- 100m Elevation,S64,39.00 m
S56,Within 100km,S111,89.68 km
S56,Within 100km,S39,93.57 km
S56,Within 100km,S41,77.58 km
S56,Within 100km,S43,70.40 km
S56,Within 100km,S44,11.94 km
S56,Within 100km,S45,65.02 km
S56,Within 100km,S46,38.87 km
S56,Within 100km,S47,92.19 km
S56,Within 100km,S48,96.99 km
S56,Within 100km,S49,38.66 km
S56,Within 100km,S50,43.82 km
S56,Within 100km,S51,7.61 km
S56,Within 100km,S52,76.37 km
S56,Within 100km,S53,34.64 km
S56,Within 100km,S54,71.19 km
S56,Within 100km,S57,31.10 km
S56,Within 100km,S58,90.54 km
S56,Within 100km,S59,71.39 km
S56,Within 100km,S60,86.45 km
S56,Within 100km,S61,24.97 km
S56,Within 100km,S62,34.10 km
S56,Within 100km,S63,51.58 km
S56,Within 100km,S64,65.83 km
S56,Within 100km,S65,42.46 km
S56,Within 100km,S66,40.63 km
S56,Within 100km,S67,73.12 km
S56,Within 100km,S68,80.98 km
S56,Within 100km,S69,49.99 km
S56,Within 50km,S44,11.94 km
S56,Within 50km,S46,38.87 km
S56,Within 50km,S49,38.66 km
S56,Within 50km,S50,43.82 km
S56,Within 50km,S51,7.61 km
S56,Within 50km,S53,34.64 km
S56,Within 50km,S57,31.10 km
S56,Within 50km,S61,24.97 km
S56,Within 50km,S62,34.10 km
S56,Within 50km,S65,42.46 km
S56,Within 50km,S66,40.63 km
S56,Within 50km,S69,49.99 km
S57,Within +/- 100m Elevation,S100,15.00 m
S57,Within +/- 100m Elevation,S101,72.00 m
S57,Within +/- 100m Elevation,S102,57.00 m
S57,Within +/- 100m Elevation,S103,18.00 m
S57,Within +/- 100m Elevation,S104,53.00 m
S57,Within +/- 100m Elevation,S105,53.00 m
S57,Within +/- 100m Elevation,S106,2.00 m
S57,Within +/- 100m Elevation,S108,59.00 m
S57,Within +/- 100m Elevation,S109,25.00 m
S57,Within +/- 100m Elevation,S111,17.00 m
S57,Within +/- 100m Elevation,S114,70.00 m
S57,Within +/- 100m Elevation,S115,55.00 m
S57,Within +/- 100m Elevation,S145,24.00 m
S57,Within +/- 100m Elevation,S146,12.00 m
S57,Within +/- 100m Elevation,S15,16.00 m
S57,Within +/- 100m Elevation,S150,28.00 m
S57,Within +/- 100m Elevation,S151,79.00 m
S57,Within +/- 100m Elevation,S152,78.00 m
S57,Within +/- 100m Elevation,S153,13.00 m
S57,Within +/- 100m Elevation,S155,98.00 m
S57,Within +/- 100m Elevation,S158,65.00 m
S57,Within +/- 100m Elevation,S159,88.00 m
S57,Within +/- 100m Elevation,S16,6.00 m
S57,Within +/- 100m Elevation,S160,51.00 m
S57,Within +/- 100m Elevation,S162,51.00 m
S57,Within +/- 100m Elevation,S17,19.00 m
S57,Within +/- 100m Elevation,S173,24.00 m
S57,Within +/- 100m Elevation,S175,89.00 m
S57,Within +/- 100m Elevation,S176,38.00 m
S57,Within +/- 100m Elevation,S178,65.00 m
S57,Within +/- 100m Elevation,S179,75.00 m
S57,Within +/- 100m Elevation,S180,35.00 m
S57,Within +/- 100m Elevation,S181,78.00 m
S57,Within +/- 100m Elevation,S182,26.00 m
S57,Within +/- 100m Elevation,S183,97.00 m
S57,Within +/- 100m Elevation,S193,82.00 m
S57,Within +/- 100m Elevation,S195,55.00 m
S57,Within +/- 100m Elevation,S199,97.00 m
S57,Within +/- 100m Elevation,S20,17.00 m
S57,Within +/- 100m Elevation,S201,94.00 m
S57,Within +/- 100m Elevation,S202,14.00 m
S57,Within +/- 100m Elevation,S210,19.00 m
S57,Within +/- 100m Elevation,S212,72.00 m
S57,Within +/- 100m Elevation,S214,60.00 m
S57,Within +/- 100m Elevation,S216,93.00 m
S57,Within +/- 100m Elevation,S217,45.00 m
S57,Within +/- 100m Elevation,S219,3.00 m
S57,Within +/- 100m Elevation,S222,91.00 m
S57,Within +/- 100m Elevation,S229,46.00 m
S57,Within +/- 100m Elevation,S230,43.00 m
S57,Within +/- 100m Elevation,S233,75.00 m
S57,Within +/- 100m Elevation,S234,3.00 m
S57,Within +/- 100m Elevation,S238,58.00 m
S57,Within +/- 100m Elevation,S239,94.00 m
S57,Within +/- 100m Elevation,S40,78.00 m
S57,Within +/- 100m Elevation,S44,35.00 m
S57,Within +/- 100m Elevation,S45,39.00 m
S57,Within +/- 100m Elevation,S46,36.00 m
S57,Within +/- 100m Elevation,S48,32.00 m
S57,Within +/- 100m Elevation,S49,4.00 m
S57,Within +/- 100m Elevation,S5,32.00 m
S57,Within +/- 100m Elevation,S51,15.00 m
S57,Within +/- 100m Elevation,S52,1.00 m
S57,Within +/- 100m Elevation,S53,24.00 m
S57,Within +/- 100m Elevation,S54,20.00 m
S57,Within +/- 100m Elevation,S56,4.00 m
S57,Within +/- 100m Elevation,S6,1.00 m
S57,Within +/- 100m Elevation,S64,35.00 m
S57,Within 100km,S14,96.99 km
S57,Within 100km,S15,72.67 km
S57,Within 100km,S16,92.09 km
S57,Within 100km,S20,96.16 km
S57,Within 100km,S38,96.11 km
S57,Within 100km,S39,82.11 km
S57,Within 100km,S40,82.54 km
S57,Within 100km,S41,84.47 km
S57,Within 100km,S43,54.28 km
S57,Within 100km,S44,43.03 km
S57,Within 100km,S45,34.04 km
S57,Within 100km,S46,7.78 km
S57,Within 100km,S47,76.48 km
S57,Within 100km,S48,67.07 km
S57,Within 100km,S49,14.50 km
S57,Within 100km,S50,28.52 km
S57,Within 100km,S51,24.37 km
S57,Within 100km,S52,48.52 km
S57,Within 100km,S53,7.00 km
S57,Within 100km,S54,41.73 km
S57,Within 100km,S56,31.10 km
S57,Within 100km,S59,97.20 km
S57,Within 100km,S61,47.53 km
S57,Within 100km,S62,62.33 km
S57,Within 100km,S63,81.80 km
S57,Within 100km,S64,95.66 km
S57,Within 100km,S65,56.00 km
S57,Within 100km,S66,61.78 km
S57,Within 100km,S67,81.24 km
S57,Within 100km,S68,96.70 km
S57,Within 100km,S69,80.36 km
S57,Within 50km,S44,43.03 km
S57,Within 50km,S45,34.04 km
S57,Within 50km,S46,7.78 km
S57,Within 50km,S49,14.50 km
S57,Within 50km,S50,28.52 km
S57,Within 50km,S51,24.37 km
S57,Within 50km,S52,48.52 km
S57,Within 50km,S53,7.00 km
S57,Within 50km,S54,41.73 km
S57,Within 50km,S56,31.10 km
S57,Within 50km,S61,47.53 km
S58,Within +/- 100m Elevation,S112,21.00 m
S58,Within +/- 100m Elevation,S116,50.00 m
S58,Within +/- 100m Elevation,S12,30.00 m
S58,Within +/- 100m Elevation,S127,49.00 m
S58,Within +/- 100m Elevation,S139,23.00 m
S58,Within +/- 100m Elevation,S154,33.00 m
S58,Within +/- 100m Elevation,S170,32.00 m
S58,Within +/- 100m Elevation,S190,39.00 m
S58,Within +/- 100m Elevation,S198,44.00 m
S58,Within +/- 100m Elevation,S200,46.00 m
S58,Within +/- 100m Elevation,S203,74.00 m
S58,Within +/- 100m Elevation,S213,43.00 m
S58,Within +/- 100m Elevation,S220,27.00 m
S58,Within +/- 100m Elevation,S227,22.00 m
S58,Within +/- 100m Elevation,S231,86.00 m
S58,Within +/- 100m Elevation,S235,2.00 m
S58,Within +/- 100m Elevation,S65,11.00 m
S58,Within +/- 100m Elevation,S79,74.00 m
S58,Within +/- 100m Elevation,S91,18.00 m
S58,Within 100km,S107,91.57 km
S58,Within 100km,S110,80.22 km
S58,Within 100km,S112,86.29 km
S58,Within 100km,S116,95.57 km
S58,Within 100km,S27,85.20 km
S58,Within 100km,S28,74.31 km
S58,Within 100km,S32,95.13 km
S58,Within 100km,S34,82.09 km
S58,Within 100km,S36,46.17 km
S58,Within 100km,S39,92.41 km
S58,Within 100km,S41,42.07 km
S58,Within 100km,S43,96.25 km
S58,Within 100km,S44,84.79 km
S58,Within 100km,S50,92.72 km
S58,Within 100km,S51,96.78 km
S58,Within 100km,S55,51.74 km
S58,Within 100km,S56,90.54 km
S58,Within 100km,S59,34.11 km
S58,Within 100km,S60,60.98 km
S58,Within 100km,S61,65.64 km
S58,Within 100km,S62,61.87 km
S58,Within 100km,S63,63.69 km
S58,Within 100km,S65,53.33 km
S58,Within 100km,S66,49.92 km
S58,Within 100km,S67,40.31 km
S58,Within 100km,S68,15.48 km
S58,Within 100km,S69,65.38 km
S58,Within 100km,S74,96.51 km
S58,Within 100km,S76,96.94 km
S58,Within 100km,S81,51.26 km
S58,Within 100km,S85,80.32 km
S58,Within 100km,S90,95.25 km
S58,Within 100km,S91,88.08 km
S58,Within 100km,S92,67.52 km
S58,Within 100km,S93,74.64 km
S58,Within 100km,S95,66.14 km
S58,Within 100km,S96,89.52 km
S58,Within 50km,S36,46.17 km
S58,Within 50km,S41,42.07 km
S58,Within 50km,S59,34.11 km
S58,Within 50km,S66,49.92 km
S58,Within 50km,S67,40.31 km
S58,Within 50km,S68,15.48 km
S59,Within +/- 100m Elevation,S10,10.00 m
S59,Within +/- 100m Elevation,S11,5.00 m
S59,Within +/- 100m Elevation,S110,39.00 m
S59,Within +/- 100m Elevation,S117,20.00 m
S59,Within +/- 100m Elevation,S13,74.00 m
S59,Within +/- 100m Elevation,S141,2.00 m
S59,Within +/- 100m Elevation,S192,9.00 m
S59,Within +/- 100m Elevation,S2,38.00 m
S59,Within +/- 100m Elevation,S204,37.00 m
S59,Within +/- 100m Elevation,S21,50.00 m
S59,Within +/- 100m Elevation,S225,74.00 m
S59,Within +/- 100m Elevation,S23,4.00 m
S59,Within +/- 100m Elevation,S3,22.00 m
S59,Within +/- 100m Elevation,S39,80.00 m
S59,Within +/- 100m Elevation,S41,74.00 m
S59,Within +/- 100m Elevation,S68,98.00 m
S59,Within 100km,S107,64.85 km
S59,Within 100km,S108,92.23 km
S59,Within 100km,S109,73.52 km
S59,Within 100km,S110,64.09 km
S59,Within 100km,S111,72.45 km
S59,Within 100km,S112,65.70 km
S59,Within 100km,S116,68.34 km
S59,Within 100km,S36,76.14 km
S59,Within 100km,S41,60.68 km
S59,Within 100km,S44,62.36 km
S59,Within 100km,S49,96.31 km
S59,Within 100km,S50,89.53 km
S59,Within 100km,S51,78.73 km
S59,Within 100km,S55,81.02 km
S59,Within 100km,S56,71.39 km
S59,Within 100km,S57,97.20 km
S59,Within 100km,S58,34.11 km
S59,Within 100km,S60,31.17 km
S59,Within 100km,S61,49.67 km
S59,Within 100km,S62,37.67 km
S59,Within 100km,S63,31.30 km
S59,Within 100km,S64,69.07 km
S59,Within 100km,S65,48.70 km
S59,Within 100km,S66,36.66 km
S59,Within 100km,S67,56.54 km
S59,Within 100km,S68,38.50 km
S59,Within 100km,S69,33.25 km
S59,Within 100km,S72,94.90 km
S59,Within 100km,S76,91.59 km
S59,Within 100km,S81,45.39 km
S59,Within 100km,S85,75.62 km
S59,Within 100km,S86,92.49 km
S59,Within 100km,S90,93.58 km
S59,Within 100km,S91,83.72 km
S59,Within 100km,S92,68.77 km
S59,Within 100km,S93,78.94 km
S59,Within 100km,S95,53.59 km
S59,Within 100km,S96,77.64 km
S59,Within 100km,S98,89.41 km
S59,Within 50km,S58,34.11 km
S59,Within 50km,S60,31.17 km
S59,Within 50km,S61,49.67 km
S59,Within 50km,S62,37.67 km
S59,Within 50km,S63,31.30 km
S59,Within 50km,S65,48.70 km
S59,Within 50km,S66,36.66 km
S59,Within 50km,S68,38.50 km
S59,Within 50km,S69,33.25 km
S59,Within 50km,S81,45.39 km
S6,Within +/- 100m Elevation,S100,16.00 m
S6,Within +/- 100m Elevation,S101,73.00 m
S6,Within +/- 100m Elevation,S102,56.00 m
S6,Within +/- 100m Elevation,S103,19.00 m
S6,Within +/- 100m Elevation,S104,52.00 m
S6,Within +/- 100m Elevation,S105,52.00 m
S6,Within +/- 100m Elevation,S106,3.00 m
S6,Within +/- 100m Elevation,S108,58.00 m
S6,Within +/- 100m Elevation,S109,26.00 m
S6,Within +/- 100m Elevation,S111,16.00 m
S6,Within +/- 100m Elevation,S114,69.00 m
S6,Within +/- 100m Elevation,S115,54.00 m
S6,Within +/- 100m Elevation,S145,25.00 m
S6,Within +/- 100m Elevation,S146,13.00 m
S6,Within +/- 100m Elevation,S15,15.00 m
S6,Within +/- 100m Elevation,S150,27.00 m
S6,Within +/- 100m Elevation,S151,80.00 m
S6,Within +/- 100m Elevation,S152,77.00 m
S6,Within +/- 100m Elevation,S153,12.00 m
S6,Within +/- 100m Elevation,S155,97.00 m
S6,Within +/- 100m Elevation,S158,64.00 m
S6,Within +/- 100m Elevation,S159,87.00 m
S6,Within +/- 100m Elevation,S16,5.00 m
S6,Within +/- 100m Elevation,S160,50.00 m
S6,Within +/- 100m Elevation,S162,52.00 m
S6,Within +/- 100m Elevation,S17,20.00 m
S6,Within +/- 100m Elevation,S173,25.00 m
S6,Within +/- 100m Elevation,S175,88.00 m
S6,Within +/- 100m Elevation,S176,37.00 m
S6,Within +/- 100m Elevation,S178,66.00 m
S6,Within +/- 100m Elevation,S179,74.00 m
S6,Within +/- 100m Elevation,S180,36.00 m
S6,Within +/- 100m Elevation,S181,77.00 m
S6,Within +/- 100m Elevation,S182,25.00 m
S6,Within +/- 100m Elevation,S183,96.00 m
S6,Within +/- 100m Elevation,S193,81.00 m
S6,Within +/- 100m Elevation,S195,54.00 m
S6,Within +/- 100m Elevation,S199,96.00 m
S6,Within +/- 100m Elevation,S20,16.00 m
S6,Within +/- 100m Elevation,S201,93.00 m
S6,Within +/- 100m Elevation,S202,15.00 m
S6,Within +/- 100m Elevation,S210,18.00 m
S6,Within +/- 100m Elevation,S212,71.00 m
S6,Within +/- 100m Elevation,S214,59.00 m
S6,Within +/- 100m Elevation,S216,92.00 m
S6,Within +/- 100m Elevation,S217,44.00 m
S6,Within +/- 100m Elevation,S219,4.00 m
S6,Within +/- 100m Elevation,S222,92.00 m
S6,Within +/- 100m Elevation,S229,45.00 m
S6,Within +/- 100m Elevation,S230,42.00 m
S6,Within +/- 100m Elevation,S233,74.00 m
S6,Within +/- 100m Elevation,S234,4.00 m
S6,Within +/- 100m Elevation,S238,57.00 m
S6,Within +/- 100m Elevation,S239,93.00 m
S6,Within +/- 100m Elevation,S40,79.00 m
S6,Within +/- 100m Elevation,S44,36.00 m
S6,Within +/- 100m Elevation,S45,38.00 m
S6,Within +/- 100m Elevation,S46,35.00 m
S6,Within +/- 100m Elevation,S48,31.00 m
S6,Within +/- 100m Elevation,S49,3.00 m
S6,Within +/- 100m Elevation,S5,33.00 m
S6,Within +/- 100m Elevation,S51,14.00 m
S6,Within +/- 100m Elevation,S52,2.00 m
S6,Within +/- 100m Elevation,S53,23.00 m
S6,Within +/- 100m Elevation,S54,19.00 m
S6,Within +/- 100m Elevation,S56,3.00 m
S6,Within +/- 100m Elevation,S57,1.00 m
S6,Within +/- 100m Elevation,S64,36.00 m
S6,Within 100km,S11,86.66 km
S6,Within 100km,S13,81.07 km
S6,Within 100km,S15,74.42 km
S6,Within 100km,S16,58.96 km
S6,Within 100km,S17,22.02 km
S6,Within 100km,S18,81.03 km
S6,Within 100km,S2,95.57 km
S6,Within 100km,S20,47.35 km
S6,Within 100km,S21,57.05 km
S6,Within 100km,S22,28.01 km
S6,Within 100km,S23,98.05 km
S6,Within 100km,S24,83.12 km
S6,Within 100km,S3,87.05 km
S6,Within 100km,S38,85.83 km
S6,Within 100km,S4,70.13 km
S6,Within 100km,S40,93.59 km
S6,Within 100km,S48,76.42 km
S6,Within 100km,S5,31.79 km
S6,Within 100km,S52,98.78 km
S6,Within 100km,S8,89.60 km
S6,Within 50km,S17,22.02 km
S6,Within 50km,S20,47.35 km
S6,Within 50km,S22,28.01 km
S6,Within 50km,S5,31.79 km
S60,Within +/- 100m Elevation,S1,52.00 m
S60,Within +/- 100m Elevation,S118,3.00 m
S60,Within +/- 100m Elevation,S119,8.00 m
S60,Within +/- 100m Elevation,S120,36.00 m
S60,Within +/- 100m Elevation,S122,15.00 m
S60,Within +/- 100m Elevation,S126,24.00 m
S60,Within +/- 100m Elevation,S137,79.00 m
S60,Within +/- 100m Elevation,S144,8.00 m
S60,Within +/- 100m Elevation,S167,74.00 m
S60,Within +/- 100m Elevation,S66,60.00 m
S60,Within +/- 100m Elevation,S67,28.00 m
S60,Within +/- 100m Elevation,S76,0.00 m
S60,Within +/- 100m Elevation,S80,65.00 m
S60,Within 100km,S100,75.59 km
S60,Within 100km,S102,86.77 km
S60,Within 100km,S104,87.37 km
S60,Within 100km,S107,33.93 km
S60,Within 100km,S108,62.87 km
S60,Within 100km,S109,43.15 km
S60,Within 100km,S110,41.45 km
S60,Within 100km,S111,48.58 km
S60,Within 100km,S112,38.66 km
S60,Within 100km,S114,81.85 km
S60,Within 100km,S116,37.26 km
S60,Within 100km,S127,96.77 km
S60,Within 100km,S128,97.06 km
S60,Within 100km,S134,97.93 km
S60,Within 100km,S137,89.76 km
S60,Within 100km,S139,94.50 km
S60,Within 100km,S140,98.34 km
S60,Within 100km,S36,94.29 km
S60,Within 100km,S41,91.84 km
S60,Within 100km,S44,75.16 km
S60,Within 100km,S51,94.04 km
S60,Within 100km,S56,86.45 km
S60,Within 100km,S58,60.98 km
S60,Within 100km,S59,31.17 km
S60,Within 100km,S61,70.71 km
S60,Within 100km,S62,53.96 km
S60,Within 100km,S63,35.05 km
S60,Within 100km,S64,55.88 km
S60,Within 100km,S65,76.11 km
S60,Within 100km,S66,62.05 km
S60,Within 100km,S67,87.68 km
S60,Within 100km,S68,68.80 km
S60,Within 100km,S69,36.84 km
S60,Within 100km,S72,75.47 km
S60,Within 100km,S73,87.68 km
S60,Within 100km,S74,94.61 km
S60,Within 100km,S76,75.22 km
S60,Within 100km,S79,88.25 km
S60,Within 100km,S80,81.98 km
S60,Within 100km,S81,39.82 km
S60,Within 100km,S82,89.38 km
S60,Within 100km,S83,92.40 km
S60,Within 100km,S84,78.21 km
S60,Within 100km,S85,62.04 km
S60,Within 100km,S86,69.40 km
S60,Within 100km,S90,80.32 km
S60,Within 100km,S91,69.23 km
S60,Within 100km,S92,62.18 km
S60,Within 100km,S93,73.18 km
S60,Within 100km,S94,76.81 km
S60,Within 100km,S95,37.34 km
S60,Within 100km,S96,57.02 km
S60,Within 100km,S98,60.86 km
S60,Within 100km,S99,72.51 km
S60,Within 50km,S107,33.93 km
S60,Within 50km,S109,43.15 km
S60,Within 50km,S110,41.45 km
S60,Within 50km,S111,48.58 km
S60,Within 50km,S112,38.66 km
S60,Within 50km,S116,37.26 km
S60,Within 50km,S59,31.17 km
S60,Within 50km,S63,35.05 km
S60,Within 50km,S69,36.84 km
S60,Within 50km,S81,39.82 km
S60,Within 50km,S95,37.34 km
S61,Within +/- 100m Elevation,S1,98.00 m
S61,Within +/- 100m Elevation,S124,39.00 m
S61,Within +/- 100m Elevation,S125,68.00 m
S61,Within +/- 100m Elevation,S137,71.00 m
S61,Within +/- 100m Elevation,S138,25.00 m
S61,Within +/- 100m Elevation,S14,53.00 m
S61,Within +/- 100m Elevation,S166,55.00 m
S61,Within +/- 100m Elevation,S177,5.00 m
S61,Within +/- 100m Elevation,S237,15.00 m
S61,Within +/- 100m Elevation,S43,35.00 m
S61,Within +/- 100m Elevation,S47,95.00 m
S61,Within +/- 100m Elevation,S62,2.00 m
S61,Within +/- 100m Elevation,S63,40.00 m
S61,Within +/- 100m Elevation,S69,22.00 m
S61,Within +/- 100m Elevation,S84,12.00 m
S61,Within +/- 100m Elevation,S94,46.00 m
S61,Within 100km,S111,87.13 km
S61,Within 100km,S39,82.38 km
S61,Within 100km,S41,55.62 km
S61,Within 100km,S43,65.42 km
S61,Within 100km,S44,22.01 km
S61,Within 100km,S45,77.83 km
S61,Within 100km,S46,54.70 km
S61,Within 100km,S47,84.53 km
S61,Within 100km,S49,47.80 km
S61,Within 100km,S50,44.48 km
S61,Within 100km,S51,31.18 km
S61,Within 100km,S52,82.32 km
S61,Within 100km,S53,53.31 km
S61,Within 100km,S54,79.94 km
S61,Within 100km,S55,85.45 km
S61,Within 100km,S56,24.97 km
S61,Within 100km,S57,47.53 km
S61,Within 100km,S58,65.64 km
S61,Within 100km,S59,49.67 km
S61,Within 100km,S60,70.71 km
S61,Within 100km,S62,17.79 km
S61,Within 100km,S63,39.16 km
S61,Within 100km,S64,68.11 km
S61,Within 100km,S65,20.10 km
S61,Within 100km,S66,15.74 km
S61,Within 100km,S67,50.81 km
S61,Within 100km,S68,56.11 km
S61,Within 100km,S69,38.42 km
S61,Within 100km,S81,95.06 km
S61,Within 50km,S44,22.01 km
S61,Within 50km,S49,47.80 km
S61,Within 50km,S50,44.48 km
S61,Within 50km,S51,31.18 km
S61,Within 50km,S56,24.97 km
S61,Within 50km,S57,47.53 km
S61,Within 50km,S59,49.67 km
S61,Within 50km,S62,17.79 km
S61,Within 50km,S63,39.16 km
S61,Within 50km,S65,20.10 km
S61,Within 50km,S66,15.74 km
S61,Within 50km,S69,38.42 km
S62,Within +/- 100m Elevation,S1,100.00 m
S62,Within +/- 100m Elevation,S124,41.00 m
S62,Within +/- 100m Elevation,S125,66.00 m
S62,Within +/- 100m Elevation,S137,73.00 m
S62,Within +/- 100m Elevation,S138,23.00 m
S62,Within +/- 100m Elevation,S14,51.00 m
S62,Within +/- 100m Elevation,S166,53.00 m
S62,Within +/- 100m Elevation,S177,7.00 m
S62,Within +/- 100m Elevation,S237,17.00 m
S62,Within +/- 100m Elevation,S43,37.00 m
S62,Within +/- 100m Elevation,S47,93.00 m
S62,Within +/- 100m Elevation,S61,2.00 m
S62,Within +/- 100m Elevation,S63,42.00 m
S62,Within +/- 100m Elevation,S69,20.00 m
S62,Within +/- 100m Elevation,S84,10.00 m
S62,Within +/- 100m Elevation,S94,48.00 m
S62,Within 100km,S107,84.46 km
S62,Within 100km,S108,97.64 km
S62,Within 100km,S109,84.30 km
S62,Within 100km,S110,94.73 km
S62,Within 100km,S111,70.29 km
S62,Within 100km,S112,92.59 km
S62,Within 100km,S116,86.62 km
S62,Within 100km,S39,97.69 km
S62,Within 100km,S41,63.82 km
S62,Within 100km,S43,82.70 km
S62,Within 100km,S44,24.72 km
S62,Within 100km,S45,94.29 km
S62,Within 100km,S46,69.90 km
S62,Within 100km,S49,64.65 km
S62,Within 100km,S50,62.24 km
S62,Within 100km,S51,41.62 km
S62,Within 100km,S52,99.97 km
S62,Within 100km,S53,67.29 km
S62,Within 100km,S54,97.26 km
S62,Within 100km,S55,92.30 km
S62,Within 100km,S56,34.10 km
S62,Within 100km,S57,62.33 km
S62,Within 100km,S58,61.87 km
S62,Within 100km,S59,37.67 km
S62,Within 100km,S60,53.96 km
S62,Within 100km,S61,17.79 km
S62,Within 100km,S63,21.38 km
S62,Within 100km,S64,53.52 km
S62,Within 100km,S65,31.97 km
S62,Within 100km,S66,18.87 km
S62,Within 100km,S67,58.77 km
S62,Within 100km,S68,56.32 km
S62,Within 100km,S69,20.67 km
S62,Within 100km,S81,82.06 km
S62,Within 100km,S95,87.32 km
S62,Within 50km,S44,24.72 km
S62,Within 50km,S51,41.62 km
S62,Within 50km,S56,34.10 km
S62,Within 50km,S59,37.67 km
